country,year,gdp_per_hour_worked_constant_1990_us_at_ppp
gbr,2004,28.489999771118164
gbr,2005,28.65999984741211
gbr,2006,29.34000015258789
gbr,2007,29.809999465942383
gbr,2008,29.850000381469727
gbr,2009,29.1299991607666
gbr,2010,29.559999465942383
gbr,2011,29.90999984741211
gbr,2012,29.520000457763672
gbr,2013,29.479999542236328
gbr,2014,29.520000457763672
gbr,2015,29.600000381469727
usa,1980,22.989999771118164
usa,1981,23.510000228881836
usa,1982,23.420000076293945
usa,1983,23.969999313354492
usa,1984,24.479999542236328
usa,1985,24.860000610351562
usa,1986,25.420000076293945
usa,1987,25.6200008392334
usa,1988,25.920000076293945
usa,1989,26.100000381469727
usa,1990,26.510000228881836
usa,1991,26.860000610351562
usa,1992,27.799999237060547
usa,1993,27.899999618530273
usa,1994,28.139999389648438
usa,1995,28.209999084472656
usa,1996,28.920000076293945
usa,1997,29.350000381469727
usa,1998,30.0
usa,1999,30.799999237060547
usa,2000,31.6299991607666
usa,2001,32.34000015258789
usa,2002,33.34000015258789
usa,2003,34.45000076293945
usa,2004,35.349998474121094
usa,2005,36.0
usa,2006,36.29999923706055
usa,2007,36.68000030517578
usa,2008,36.959999084472656
usa,2009,38.02000045776367
usa,2010,38.9900016784668
usa,2011,39.0099983215332
usa,2012,39.2400016784668
usa,2013,39.599998474121094
usa,2014,39.779998779296875
usa,2015,39.95000076293945
ury,1990,7.849999904632568
ury,1991,8.220000267028809
ury,1992,8.760000228881836
ury,1993,8.949999809265137
ury,1994,9.390000343322754
ury,1995,9.140000343322754
ury,1996,9.9399995803833
ury,1997,10.5
ury,1998,11.739999771118164
ury,1999,11.699999809265137
ury,2000,11.859999656677246
ury,2001,11.5
ury,2002,10.829999923706055
ury,2003,11.039999961853027
ury,2004,11.90999984741211
ury,2005,12.300000190734863
ury,2006,12.680000305175781
ury,2007,12.850000381469727
ury,2008,13.420000076293945
ury,2009,13.899999618530273
ury,2010,14.899999618530273
ury,2011,15.239999771118164
ury,2012,16.100000381469727
ury,2013,16.809999465942383
ury,2014,17.299999237060547
ury,2015,17.68000030517578
ven,1980,16.829999923706055
ven,1981,16.290000915527344
ven,1982,15.569999694824219
ven,1983,14.989999771118164
ven,1984,15.199999809265137
ven,1985,14.899999618530273
ven,1986,14.84000015258789
ven,1987,14.619999885559082
ven,1988,14.710000038146973
ven,1989,13.329999923706055
ven,1990,13.770000457763672
ven,1991,14.649999618530273
ven,1992,14.949999809265137
ven,1993,14.260000228881836
ven,1994,13.729999542236328
ven,1995,14.09000015258789
ven,1996,13.920000076293945
ven,1997,14.350000381469727
ven,1998,13.989999771118164
ven,1999,13.329999923706055
ven,2000,13.489999771118164
ven,2001,13.59000015258789
ven,2002,12.640000343322754
ven,2003,11.510000228881836
ven,2004,12.880000114440918
ven,2005,13.319999694824219
ven,2006,13.800000190734863
ven,2007,14.319999694824219
ven,2008,14.40999984741211
ven,2009,14.100000381469727
ven,2010,13.630000114440918
ven,2011,13.84000015258789
ven,2012,14.399999618530273
ven,2013,14.220000267028809
ven,2014,13.069999694824219
ven,2015,12.199999809265137
vnm,1986,0.8299999833106995
vnm,1987,0.8399999737739563
vnm,1988,0.8799999952316284
vnm,1989,0.8999999761581421
vnm,1990,0.8999999761581421
vnm,1991,0.9399999976158142
vnm,1992,0.9900000095367432
vnm,1993,1.0399999618530273
vnm,1994,1.100000023841858
vnm,1995,1.1299999952316284
vnm,1996,1.2300000190734863
vnm,1997,1.340000033378601
vnm,1998,1.4199999570846558
vnm,1999,1.4199999570846558
vnm,2000,1.5299999713897705
vnm,2001,1.6399999856948853
vnm,2002,1.7400000095367432
vnm,2003,1.840000033378601
vnm,2004,1.940000057220459
vnm,2005,2.069999933242798
vnm,2006,2.130000114440918
vnm,2007,2.1700000762939453
vnm,2008,2.1600000858306885
vnm,2009,2.240000009536743
vnm,2010,2.430000066757202
vnm,2011,2.4800000190734863
vnm,2012,2.5799999237060547
vnm,2013,2.6700000762939453
vnm,2014,2.799999952316284
vnm,2015,2.930000066757202
